,DWS,Exp,Height,OWS,Player,Pos,Salary,Team,WS,WS_Per_48,Year
0,0.6,4,6-7,3.7,Gene Banks,SF,225000,CHI,4.3,0.097,1986
1,0.9,7,6-11,2.0,Dave Corzine,C,710000,CHI,2.9,0.08,1986
2,0.1,3,6-3,0.9,Quintin Dailey,SG,325000,CHI,1.0,0.066,1986
3,0.2,13,6-7,2.8,George Gervin,SG,806000,CHI,3.0,0.069,1986
4,1.6,2,6-9,0.9,Sidney Green,PF,350000,CHI,2.5,0.052,1986
5,0.5,1,6-6,1.0,Michael Jordan,SG,630000,CHI,1.5,0.16,1986
6,0.3,5,6-3,3.6,Kyle Macy,PG,305000,CHI,3.9,0.077,1986
7,0.0,6,6-0,0.1,Billy McKinney,PG,125000,CHI,0.1,0.053,1986
8,1.6,R,6-8,1.7,Charles Oakley,PF,225000,CHI,3.3,0.09,1986
9,1.1,5,7-0,0.2,Jawann Oldham,C,175000,CHI,1.3,0.049,1986
10,0.2,2,6-2,2.1,John Paxson,PG,175000,CHI,2.3000000000000003,0.069,1986
11,0.2,R,7-0,0.1,Mike Smrek,C,135000,CHI,0.30000000000000004,0.067,1986
12,0.4,4,6-9,5.2,Orlando Woolridge,SF,300000,CHI,5.6000000000000005,0.12,1986
0,0.1,1,6-7,0.2,Ron Anderson,SF,115000,CLE,0.30000000000000004,0.064,1986
1,2.0,3,6-0,1.0,John Bagley,PG,300000,CLE,3.0,0.059,1986
2,0.4,9,6-2,0.5,Johnny Davis,SG,300000,CLE,0.9,0.067,1986
3,1.5,10,6-2,4.5,World B. Free,SG,675000,CLE,6.0,0.115,1986
4,2.9,2,6-9,4.5,Roy Hinson,SF,220000,CLE,7.4,0.125,1986
5,0.5,6,6-8,0.1,Phil Hubbard,SF,225000,CLE,0.6,0.015,1986
6,1.0,5,6-10,1.6,Edgar Jones,PF,235000,CLE,2.6,0.122,1986
7,1.4,R,6-10,0.5,Keith Lee,PF,271666,CLE,1.9,0.075,1986
8,1.0,R,6-3,0.9,Dirk Minniefield,PG,75000,CLE,1.9,0.083,1986
9,1.4,8,6-9,0.9,Ben Poquette,PF,284000,CLE,2.3,0.075,1986
10,0.6,9,6-8,0.1,Lonnie Shelton,PF,420000,CLE,0.7,0.037,1986
11,2.6,1,6-11,3.4,Melvin Turpin,C,450000,CLE,6.0,0.125,1986
12,1.5,2,6-10,0.9,Mark West,C,150000,CLE,2.4,0.037,1986
13,0.1,2,6-3,0.0,Ennis Whatley,PG,200000,CLE,0.1,0.049,1986
0,0.7,9,6-3,0.0,Quinn Buckner,PG,223000,IND,0.7,0.02,1986
1,3.2,1,6-5,3.6,Vern Fleming,PG,200000,IND,6.800000000000001,0.115,1986
2,1.5,3,6-9,0.5,Bill Garnett,PF,294000,IND,2.0,0.078,1986
3,0.5,1,7-0,0.2,Stuart Gray,C,143200,IND,0.7,0.085,1986
4,0.9,3,6-7,0.0,Clark Kellogg,PF,476000,IND,0.9,0.08,1986
5,0.7,R,6-7,0.0,Bill Martin,SF,150000,IND,0.7,0.045,1986
6,0.6,R,6-6,0.2,Dwayne McClain,SF,115000,IND,0.8,0.085,1986
7,1.9,6,6-3,1.2,Clint Richardson,SG,205000,IND,3.0999999999999996,0.067,1986
8,1.5,1,6-5,0.5,Terence Stansbury,SG,160000,IND,2.0,0.02,1986
9,3.4,2,6-11,2.5,Steve Stipanovich,C,530000,IND,5.9,0.118,1986
10,2.6,R,6-9,0.7,Wayman Tisdale,PF,987000,IND,3.3,0.068,1986
11,4.2,4,6-10,2.0,Herb Williams,C,275000,IND,6.2,0.107,1986
0,0.2,2,6-6,0.3,Craig Ehlo,SG,105000,HOU,0.5,0.126,1986
1,0.4,R,6-5,0.4,Steve Harris,SG,160000,HOU,0.8,0.078,1986
2,0.9,6,6-1,2.1,Allen Leavell,PG,200000,HOU,3.0,0.122,1986
3,1.8,4,6-6,4.5,Lewis Lloyd,SG,215000,HOU,6.3,0.124,1986
4,1.2,9,6-3,4.5,John Lucas,PG,231000,HOU,5.7,0.13,1986
5,2.1,2,6-7,4.2,Rodney McCray,SF,495000,HOU,6.300000000000001,0.115,1986
6,4.2,1,7-0,5.3,Hakeem Olajuwon,C,882500,HOU,9.5,0.186,1986
7,1.6,1,6-10,1.4,Jim Petersen,PF,125000,HOU,3.0,0.085,1986
8,1.9,7,6-8,2.5,Robert Reid,SF,400000,HOU,4.4,0.098,1986
9,4.0,2,7-4,1.1,Ralph Sampson,PF,1165500,HOU,5.1,0.084,1986
10,0.1,2,6-11,1.1,Granville Waiters,C,125000,HOU,1.2000000000000002,0.121,1986
11,0.9,2,6-4,1.1,Mitchell Wiggins,SG,155000,HOU,2.0,0.079,1986
0,3.5,7,6-10,1.6,Wayne Cooper,C,300000,DEN,5.1,0.116,1986
1,3.1,8,6-4,1.8,T.R. Dunn,SG,225000,DEN,4.9,0.098,1986
2,2.3,9,6-7,7.6,Alex English,SF,825000,DEN,9.899999999999999,0.156,1986
3,1.2,6,6-1,0.6,Mike Evans,PG,125000,DEN,1.7999999999999998,0.037,1986
4,2.3,5,6-7,2.4,Bill Hanzlik,SF,175000,DEN,4.699999999999999,0.115,1986
5,3.6,3,6-3,0.9,Fat Lever,PG,185000,DEN,4.5,0.082,1986
6,2.3,6,6-6,3.9,Calvin Natt,PF,758000,DEN,6.199999999999999,0.146,1986
7,0.4,R,7-0,0.5,Blair Rasmussen,C,202500,DEN,0.9,0.086,1986
8,2.2,4,6-11,2.4,Danny Schayes,C,350000,DEN,4.6,0.134,1986
9,1.6,4,6-5,0.6,Elston Turner,SG,125000,DEN,2.2,0.047,1986
10,0.4,1,6-3,0.1,Willie White,SG,85000,DEN,0.5,0.07,1986
11,0.8,R,6-7,0.6,Pete Williams,PF,70000,DEN,1.4,0.116,1986
0,0.9,4,6-6,3.7,Mark Aguirre,SF,626240,DAL,4.6000000000000005,0.09,1986
1,0.2,R,7-1,0.3,Uwe Blab,C,200000,DAL,0.5,0.01,1986
2,0.8,4,6-6,6.2,Rolando Blackman,SG,501106,DAL,7.0,0.121,1986
3,0.1,2,7-0,0.0,Wallace Bryant,C,200000,DAL,0.1,0.0,1986
4,0.5,8,6-3,5.7,Brad Davis,PG,215000,DAL,6.2,0.152,1986
5,2.0,5,7-2,3.2,James Donaldson,C,515000,DAL,5.2,0.11,1986
6,0.4,2,6-7,1.2,Dale Ellis,SF,225000,DAL,1.6,0.071,1986
7,1.7,2,6-4,4.5,Derek Harper,PG,200000,DAL,6.2,0.138,1986
8,2.3,1,6-9,5.0,Sam Perkins,PF,585000,DAL,7.3,0.133,1986
9,0.5,R,6-9,0.3,Detlef Schrempf,SF,290000,DAL,0.8,0.04,1986
10,1.2,4,6-7,2.2,Jay Vincent,PF,275000,DAL,3.4000000000000004,0.081,1986
11,0.4,R,7-0,0.5,Bill Wennington,C,220000,DAL,0.9,0.08,1986
0,3.0,2,6-11,1.0,Thurl Bailey,PF,260000,UTA,4.0,0.081,1986
1,2.3,9,6-5,10.4,Adrian Dantley,SF,950000,UTA,12.7,0.223,1986
2,4.8,3,7-4,1.0,Mark Eaton,C,445000,UTA,5.8,0.075,1986
3,2.2,7,6-0,3.0,Rickey Green,PG,250000,UTA,5.2,0.124,1986
4,2.1,2,6-6,0.4,Bob Hansen,SG,80000,UTA,2.5,0.058,1986
5,0.4,4,7-0,0.1,Steve Hayes,C,100000,UTA,0.5,0.023,1986
6,4.3,R,6-9,1.0,Karl Malone,PF,225000,UTA,5.3,0.036,1986
7,0.8,2,6-7,0.1,Pace Mannion,SF,70000,UTA,0.9,0.064,1986
8,0.5,2,6-10,0.1,Fred Roberts,PF,100000,UTA,0.6,0.02,1986
9,2.1,R,6-7,0.1,Carey Scurry,SF,70000,UTA,2.2,0.072,1986
10,2.9,1,6-1,2.9,John Stockton,PG,150000,UTA,5.8,0.146,1986
11,0.7,5,6-11,0.1,Jeff Wilkins,C,214500,UTA,0.7999999999999999,0.006,1986
0,0.1,R,5-10,0.0,Michael Adams,PG,85000,SAC,0.1,0.005,1986
1,0.9,5,6-1,1.9,Larry Drew,PG,600000,SAC,2.8,0.068,1986
2,0.1,R,6-6,0.1,Carl Henry,SG,85000,SAC,0.2,0.049,1986
3,1.4,4,6-7,2.7,Eddie Johnson,SF,325000,SAC,4.1,0.077,1986
4,0.3,10,7-0,0.4,Rich Kelley,C,200000,SAC,0.7,0.104,1986
5,1.3,R,6-11,0.4,Joe Kleine,C,450000,SAC,1.7000000000000002,0.037,1986
6,1.6,10,6-8,2.3,Mark Olberding,PF,347500,SAC,3.9,0.087,1986
7,1.9,7,6-7,4.5,Reggie Theus,SG,485000,SAC,6.4,0.105,1986
8,3.1,3,6-10,2.5,LaSalle Thompson,C,352000,SAC,5.6,0.113,1986
9,1.5,1,6-9,2.3,Otis Thorpe,PF,297500,SAC,3.8,0.109,1986
10,1.9,7,6-7,0.1,Terry Tyler,SF,450000,SAC,2.0,0.056,1986
11,1.5,5,6-5,2.5,Mike Woodson,SG,375000,SAC,4.0,0.079,1986
0,0.2,R,7-0,0.1,Mike Brittain,C,105000,SAS,0.30000000000000004,0.017,1986
1,0.4,6,6-10,0.3,Jeff Cook,PF,150566,SAS,0.7,0.088,1986
2,0.2,R,6-6,0.1,Tyrone Corbin,SF,85700,SAS,0.30000000000000004,0.017,1986
3,2.4,14,7-2,4.8,Artis Gilmore,C,669000,SAS,7.199999999999999,0.143,1986
4,1.9,6,6-9,1.5,Dave Greenwood,PF,600000,SAS,3.4,0.085,1986
5,0.5,R,6-5,1.2,Alfredrick Hughes,SG,177830,SAS,1.7,0.119,1986
6,0.6,3,6-8,0.8,Marc Iavaroni,PF,120000,SAS,1.4,0.028,1986
7,1.9,4,6-10,3.0,Steve Johnson,C,600000,SAS,4.9,0.128,1986
8,1.3,5,6-1,1.6,Wes Matthews,PG,85000,SAS,2.9000000000000004,0.077,1986
9,1.5,7,6-7,2.9,Mike Mitchell,SF,700000,SAS,4.4,0.071,1986
10,1.0,5,6-1,1.2,Johnny Moore,PG,350000,SAS,2.2,0.119,1986
11,4.6,1,6-3,4.0,Alvin Robertson,SG,233750,SAS,8.6,0.143,1986
12,0.5,2,6-2,1.0,Jon Sundvold,PG,176000,SAS,1.5,0.062,1986
0,3.2,16,7-2,7.6,Kareem Abdul-Jabbar,C,2030000,LAL,10.8,0.197,1986
1,2.4,7,6-5,3.4,Michael Cooper,SG,366000,LAL,5.8,0.123,1986
2,2.0,R,6-9,1.4,A.C. Green,PF,128750,LAL,3.4,0.103,1986
3,3.1,6,6-9,9.0,Magic Johnson,PG,2500000,LAL,12.1,0.226,1986
4,0.8,8,6-9,0.3,Mitch Kupchak,PF,1150000,LAL,1.1,0.069,1986
5,0.2,5,6-2,0.2,Ronnie Lester,PG,100000,LAL,0.4,0.13,1986
6,2.5,11,6-9,1.5,Maurice Lucas,PF,475000,LAL,4.0,0.11,1986
7,1.2,4,6-5,0.7,Mike McGee,SF,275000,LAL,1.9,0.075,1986
8,2.6,4,6-8,1.7,Kurt Rambis,PF,450000,LAL,4.3,0.131,1986
9,2.0,2,6-3,3.2,Byron Scott,SG,420000,LAL,5.2,0.113,1986
10,0.6,4,6-7,0.2,Larry Spriggs,SF,135000,LAL,0.8,0.027,1986
11,2.7,3,6-9,6.7,James Worthy,SF,550000,LAL,9.4,0.185,1986
0,1.5,1,7-1,0.9,Sam Bowie,C,400000,POR,2.4,0.1,1986
1,1.7,8,6-7,1.3,Kenny Carr,PF,272250,POR,3.0,0.095,1986
2,1.7,1,6-3,1.6,Steve Colter,PG,112500,POR,3.3,0.085,1986
3,3.1,2,6-7,3.5,Clyde Drexler,SG,420000,POR,6.6,0.124,1986
4,0.8,R,6-8,0.0,Ken Johnson,PF,106000,POR,0.8,0.044,1986
5,1.6,12,6-11,0.8,Caldwell Jones,C,157500,POR,2.4000000000000004,0.078,1986
6,1.6,1,6-7,2.0,Jerome Kersey,SF,100000,POR,3.6,0.143,1986
7,1.3,6,6-6,3.5,Jim Paxson,SG,500000,POR,4.8,0.12,1986
8,1.1,R,6-3,1.2,Terry Porter,PG,151000,POR,2.3,0.093,1986
9,2.4,6,6-10,1.3,Mychal Thompson,C,595000,POR,3.7,0.068,1986
10,0.7,4,6-1,0.4,Darnell Valentine,PG,265000,POR,1.1,0.074,1986
11,0.9,5,6-8,9.0,Kiki Vandeweghe,SF,751750,POR,9.9,0.169,1986
0,2.7,10,6-9,1.2,Alvan Adams,C,600000,PHO,3.9000000000000004,0.094,1986
1,1.7,8,6-6,2.5,Walter Davis,SG,680000,PHO,4.2,0.091,1986
2,1.3,8,7-0,1.7,James Edwards,C,500000,PHO,3.0,0.11,1986
3,0.5,2,6-1,0.0,Rod Foster,PG,137000,PHO,0.5,0.018,1986
4,0.9,R,6-8,0.0,Georgi Glouchkov,PF,175000,PHO,0.9,0.042,1986
5,2.4,1,6-3,2.4,Jay Humphries,PG,222500,PHO,4.8,0.084,1986
6,1.0,1,6-8,0.0,Charles Jones,PF,150000,PHO,1.0,0.042,1986
7,3.2,4,6-10,5.3,Larry Nance,PF,500000,PHO,8.5,0.163,1986
8,1.8,R,6-9,0.8,Ed Pinckney,SF,300000,PHO,2.6,0.08,1986
9,1.1,3,6-8,0.4,Charles Pittman,PF,105000,PHO,1.5,0.065,1986
10,0.7,7,6-11,0.0,Rick Robey,C,475000,PHO,0.7,0.018,1986
11,1.7,3,6-6,2.2,Mike Sanders,SF,100000,PHO,3.9000000000000004,0.115,1986
12,1.0,1,6-6,1.2,Bernard Thompson,SG,120000,PHO,2.2,0.08,1986
13,0.2,R,7-1,0.0,Nick Vanos,C,125000,PHO,0.2,0.0,1986
0,2.3,R,7-0,1.7,Benoit Benjamin,C,575000,LAC,4.0,0.093,1986
1,0.1,10,6-5,0.7,Junior Bridgeman,SF,350000,LAC,0.7999999999999999,0.033,1986
2,1.0,1,6-9,0.7,Michael Cage,PF,250000,LAC,1.7,0.052,1986
3,0.5,4,6-1,0.3,Franklin Edwards,PG,100000,LAC,0.8,0.026,1986
4,0.2,1,6-3,0.2,Lancaster Gordon,SG,200000,LAC,0.4,0.064,1986
5,1.1,8,6-7,4.8,Marques Johnson,SG,1100000,LAC,5.9,0.108,1986
6,1.1,8,6-8,4.3,Cedric Maxwell,SF,505000,LAC,5.4,0.105,1986
7,0.0,1,6-9,0.0,Jay Murphy,SF,130000,LAC,0.0,0.0,1986
8,0.8,4,6-10,1.9,Kurt Nimphius,PF,225000,LAC,2.7,0.066,1986
9,0.3,8,6-2,1.7,Norm Nixon,PG,650000,LAC,2.0,0.046,1986
10,0.1,3,6-6,0.7,Derek Smith,SG,375000,LAC,0.7999999999999999,0.115,1986
11,0.0,2,6-3,0.0,Jim Thomas,SG,70000,LAC,0.0,0.0,1986
12,0.3,3,6-8,2.3,Rory White,SF,70000,LAC,2.5999999999999996,0.07,1986
13,0.0,11,6-6,0.0,Jamaal Wilkes,SF,75000,LAC,0.0,0.005,1986
0,2.5,4,6-10,2.4,Tom Chambers,PF,800000,SEA,4.9,0.115,1986
1,2.6,6,6-2,3.6,Gerald Henderson,PG,350000,SEA,6.2,0.115,1986
2,0.1,3,6-7,0.1,Rod Higgins,SF,190000,SEA,0.2,0.081,1986
3,0.5,12,6-11,0.1,George Johnson,C,70000,SEA,0.6,0.103,1986
4,1.8,1,6-11,2.8,Tim McCormick,C,228333,SEA,4.6,0.128,1986
5,3.3,R,6-7,1.8,Xavier McDaniel,SF,525000,SEA,5.1,0.091,1986
6,1.0,R,6-4,0.0,Michael Phelps,SG,70000,SEA,1.0,0.058,1986
7,4.4,8,6-11,3.4,Jack Sikma,C,1600000,SEA,7.800000000000001,0.134,1986
8,1.1,10,6-3,1.1,Ricky Sobers,SG,425000,SEA,2.2,0.081,1986
9,1.9,4,6-7,0.2,Danny Vranes,SF,400000,SEA,2.1,0.065,1986
10,1.8,4,6-6,0.7,Al Wood,SG,450000,SEA,2.5,0.068,1986
11,2.1,1,6-3,2.7,Danny Young,PG,75000,SEA,4.800000000000001,0.121,1986
0,1.0,8,6-7,2.6,Greg Ballard,SF,520833,GSW,3.6,0.097,1986
1,2.4,4,7-0,1.1,Joe Barry Carroll,C,800000,GSW,3.5,0.059,1986
2,0.2,3,6-4,0.3,Lester Conner,PG,200000,GSW,0.5,0.061,1986
3,1.5,3,6-3,6.0,Sleepy Floyd,PG,250000,GSW,7.5,0.13,1986
4,0.1,6,6-2,1.7,Geoff Huston,PG,90000,GSW,1.8,0.072,1986
5,0.6,R,6-6,2.3,Chris Mullin,SG,500000,GSW,2.9,0.1,1986
6,0.9,7,6-7,4.9,Purvis Short,SF,545000,GSW,5.800000000000001,0.113,1986
7,1.6,5,6-8,2.7,Larry Smith,PF,525000,GSW,4.300000000000001,0.085,1986
8,0.6,3,6-5,2.5,Terry Teagle,SG,150000,GSW,3.1,0.069,1986
9,0.3,1,6-7,0.3,Peter Thibeaux,SF,85000,GSW,0.6,0.061,1986
10,0.5,4,6-9,0.7,Pete Verhoeven,PF,185000,GSW,1.2,0.076,1986
11,0.7,7,6-10,0.7,Jerome Whitehead,C,405000,GSW,1.4,0.013,1986
0,1.0,R,6-11,1.1,Mark Acres,C,75000,BOS,2.1,0.09,1988
1,1.9,6,6-4,6.7,Danny Ainge,SG,625000,BOS,8.6,0.136,1988
2,3.8,8,6-9,11.2,Larry Bird,SF,1800000,BOS,15.0,0.243,1988
3,0.5,16,7-2,0.2,Artis Gilmore,C,863000,BOS,0.7,0.073,1988
4,1.7,11,6-4,3.4,Dennis Johnson,PG,832500,BOS,5.1,0.091,1988
5,0.4,R,6-7,0.1,Reggie Lewis,SG,75000,BOS,0.5,0.052,1988
6,0.8,R,6-11,0.2,Brad Lohaus,PF,75000,BOS,1.0,0.063,1988
7,2.0,7,6-10,8.2,Kevin McHale,PF,1300000,BOS,10.2,0.205,1988
8,0.7,2,6-3,0.2,Dirk Minniefield,PG,100000,BOS,0.8999999999999999,0.046,1988
9,2.6,11,7-0,3.8,Robert Parish,C,2038333,BOS,6.4,0.134,1988
10,0.3,8,6-6,0.7,Jim Paxson,SG,875000,BOS,1.0,0.09,1988
11,0.6,4,6-10,1.3,Fred Roberts,PF,200000,BOS,1.9,0.087,1988
0,0.6,1,6-8,0.3,Mark Alarie,PF,232500,WSB,0.8999999999999999,0.058,1988
1,2.1,R,5-3,0.2,Muggsy Bogues,PG,250000,WSB,2.3000000000000003,0.066,1988
2,2.1,2,7-7,0.3,Manute Bol,C,200000,WSB,2.4,0.085,1988
3,1.5,2,6-8,2.0,Terry Catledge,PF,410000,WSB,3.5,0.103,1988
4,1.3,3,6-3,1.3,Steve Colter,PG,150000,WSB,2.6,0.09,1988
5,1.3,6,6-1,0.4,Frank Johnson,PG,325000,WSB,1.7000000000000002,0.063,1988
6,2.2,4,6-9,0.0,Charles Jones,PF,250000,WSB,2.2,0.082,1988
7,1.6,9,6-7,1.2,Bernard King,SF,1000000,WSB,2.8,0.066,1988
8,1.5,4,6-4,4.0,Jeff Malone,SG,600000,WSB,5.5,0.101,1988
9,3.4,13,6-10,5.7,Moses Malone,C,2067000,WSB,9.1,0.163,1988
10,0.1,3,6-9,0.3,Jay Murphy,PF,150000,WSB,0.4,0.11,1988
11,1.2,4,6-4,0.3,Darrell Walker,SG,400000,WSB,1.5,0.041,1988
12,3.1,1,6-8,1.9,John Williams,SF,308000,WSB,5.0,0.098,1988
0,0.2,3,6-5,0.0,Rick Carlisle,SG,100000,NYK,0.2,0.036,1988
1,2.1,7,7-1,4.3,Bill Cartwright,C,1135000,NYK,6.4,0.183,1988
2,1.1,8,6-9,0.0,Pat Cummings,PF,712000,NYK,1.1,0.055,1988
3,4.7,2,7-0,3.4,Patrick Ewing,C,2750000,NYK,8.1,0.154,1988
4,3.1,4,6-9,4.3,Sidney Green,PF,700000,NYK,7.4,0.063,1988
5,4.2,R,6-1,3.5,Mark Jackson,PG,115100,NYK,7.7,0.113,1988
6,1.5,1,6-7,1.6,Johnny Newman,SF,275000,NYK,3.1,0.093,1988
7,0.2,7,6-8,0.0,Louis Orr,SF,450000,NYK,0.2,0.04,1988
8,0.2,1,6-2,0.1,Sedric Toney,PG,75000,NYK,0.30000000000000004,0.099,1988
9,1.3,5,6-5,1.6,Trent Tucker,SG,325000,NYK,2.9000000000000004,0.11,1988
10,2.3,1,6-8,2.5,Kenny Walker,SF,575000,NYK,4.8,0.106,1988
11,2.3,2,6-6,1.1,Gerald Wilkins,SG,246666,NYK,3.4,0.061,1988
0,3.3,3,6-6,13.4,Charles Barkley,PF,822500,PHI,16.7,0.253,1988
1,2.2,9,6-1,6.1,Maurice Cheeks,PG,1000000,PHI,8.3,0.138,1988
2,0.6,1,6-9,0.6,Ben Coleman,PF,275000,PHI,1.2,0.071,1988
3,1.8,7,6-11,2.8,Mike Gminski,C,675000,PHI,4.6,0.123,1988
4,0.2,R,6-5,0.2,Dave Henderson,SG,75000,PHI,0.4,0.004,1988
5,0.8,8,6-2,1.4,Gerald Henderson,PG,339250,PHI,2.2,0.075,1988
6,0.8,6,6-6,1.4,Albert King,SF,370000,PHI,2.2,0.075,1988
7,0.3,4,6-11,0.3,Mark McNamara,C,100000,PHI,0.6,0.052,1988
8,1.8,8,6-9,0.7,Cliff Robinson,SF,682600,PHI,2.5,0.059,1988
9,0.2,2,6-10,0.3,Bob Thornton,PF,125000,PHI,0.5,0.051,1988
10,0.2,7,6-3,0.3,Andrew Toney,SG,700000,PHI,0.5,0.05,1988
11,0.6,6,6-7,0.4,Danny Vranes,SF,517000,PHI,1.0,0.035,1988
12,0.1,R,7-0,0.2,Chris Welp,C,257500,PHI,0.30000000000000004,0.099,1988
13,0.6,1,6-5,0.0,David Wingate,SG,258333,PHI,0.6,0.052,1988
0,1.7,5,6-0,0.8,John Bagley,PG,475000,NJN,2.5,0.044,1988
1,0.8,10,6-3,1.9,Otis Birdsong,SG,500000,NJN,2.7,0.097,1988
2,1.8,7,6-6,0.1,Dudley Bradley,SG,75000,NJN,1.9000000000000001,0.065,1988
3,1.3,R,6-9,0.4,Dallas Comegys,PF,115000,NJN,1.7000000000000002,0.041,1988
4,0.3,4,6-11,0.2,Chris Engler,C,125000,NJN,0.5,0.022,1988
5,1.6,4,6-9,1.9,Roy Hinson,SF,420000,NJN,3.5,0.097,1988
6,1.0,R,6-5,0.7,Dennis Hopson,SG,400850,NJN,1.7,0.077,1988
7,1.0,3,6-11,2.1,Tim McCormick,C,675000,NJN,3.1,0.097,1988
8,0.2,5,6-5,0.2,Kevin McKenna,SG,150000,NJN,0.4,0.061,1988
9,0.1,7,6-7,0.0,Mike O'Koren,SF,100000,NJN,0.1,0.082,1988
10,0.2,R,6-4,0.3,Duane Washington,SG,75000,NJN,0.5,0.138,1988
11,1.2,1,6-2,0.7,Pearl Washington,PG,310000,NJN,1.9,0.025,1988
12,2.8,6,6-8,4.8,Buck Williams,PF,1315000,NJN,7.6,0.138,1988
13,0.4,6,6-9,0.4,Orlando Woolridge,SF,1200000,NJN,0.8,0.061,1988
0,0.5,1,7-0,0.0,William Bedford,C,637500,DET,0.5,0.039,1988
1,1.9,11,6-5,7.5,Adrian Dantley,SF,950000,DET,9.4,0.21,1988
2,2.7,2,6-3,3.2,Joe Dumars,SG,400000,DET,5.9,0.103,1988
3,0.4,10,7-0,0.3,James Edwards,C,600000,DET,0.7,0.098,1988
4,2.1,8,6-2,0.2,Vinnie Johnson,SG,633000,DET,2.3000000000000003,0.056,1988
5,5.0,7,6-11,3.8,Bill Laimbeer,C,630000,DET,8.8,0.146,1988
6,0.4,R,6-6,0.0,Ralph Lewis,SG,75000,DET,0.4,0.039,1988
7,3.2,7,6-10,2.8,Rick Mahorn,PF,575000,DET,6.0,0.145,1988
8,0.1,4,7-5,0.0,Chuck Nevitt,C,160000,DET,0.1,0.018,1988
9,3.6,1,6-7,3.2,Dennis Rodman,SF,160000,DET,6.800000000000001,0.153,1988
10,3.1,1,6-11,3.0,John Salley,C,335000,DET,6.1,0.148,1988
11,3.7,6,6-1,3.8,Isiah Thomas,PG,750000,DET,7.5,0.124,1988
0,0.7,1,6-9,0.0,Mike Brown,C,220000,CHI,0.7,0.058,1988
1,3.0,9,6-11,1.9,Dave Corzine,C,700000,CHI,4.9,0.101,1988
2,2.6,R,6-10,1.6,Horace Grant,PF,500000,CHI,4.2,0.111,1988
3,6.1,3,6-6,15.2,Michael Jordan,SG,845000,CHI,21.299999999999997,0.308,1988
4,4.7,2,6-8,2.0,Charles Oakley,PF,465000,CHI,6.7,0.114,1988
5,1.5,4,6-2,2.7,John Paxson,PG,285000,CHI,4.2,0.106,1988
6,2.6,R,6-8,1.2,Scottie Pippen,SF,725000,CHI,3.8,0.066,1988
7,2.0,1,7-0,1.3,Brad Sellers,SF,381830,CHI,3.3,0.071,1988
8,1.0,7,6-2,1.2,Rory Sparrow,PG,325000,CHI,2.2,0.035,1988
9,0.1,6,6-5,0.0,Elston Turner,SF,75000,CHI,0.1,0.012,1988
10,1.1,2,6-2,1.2,Sam Vincent,PG,392500,CHI,2.3,0.115,1988
11,0.2,4,6-11,0.0,Granville Waiters,C,100000,CHI,0.2,0.012,1988
0,0.8,2,6-2,1.5,John Battle,SG,100000,ATL,2.3,0.092,1988
1,1.8,3,6-9,2.0,Antoine Carr,PF,400000,ATL,3.8,0.122,1988
2,0.5,5,6-10,0.6,Scott Hastings,PF,210000,ATL,1.1,0.125,1988
3,1.8,2,7-0,0.6,Jon Koncak,C,675000,ATL,2.4,0.104,1988
4,2.3,5,6-8,4.6,Cliff Levingston,PF,350000,ATL,6.8999999999999995,0.157,1988
5,3.2,4,6-4,5.1,Doc Rivers,PG,450000,ATL,8.3,0.159,1988
6,2.5,10,7-1,1.6,Tree Rollins,C,1117000,ATL,4.1,0.112,1988
7,0.3,1,6-11,0.0,Chris Washburn,C,777200,ATL,0.3,0.07,1988
8,1.4,2,5-6,0.9,Spud Webb,PG,225000,ATL,2.3,0.082,1988
9,2.8,5,6-7,7.0,Dominique Wilkins,SF,1460000,ATL,9.8,0.16,1988
10,2.5,3,7-0,1.7,Kevin Willis,PF,395000,ATL,4.2,0.095,1988
11,1.3,4,6-6,2.2,Randy Wittman,SG,350000,ATL,3.5,0.07,1988
12,0.1,3,6-3,0.4,Leon Wood,PG,75000,ATL,0.5,0.299,1988
0,2.8,4,7-3,2.4,Randy Breuer,C,312500,MIL,5.199999999999999,0.109,1988
1,2.9,5,6-9,2.2,Terry Cummings,PF,1330000,MIL,5.1,0.094,1988
2,0.3,3,6-3,0.0,Jay Humphries,PG,290000,MIL,0.3,0.007,1988
3,1.0,1,6-9,1.1,Larry Krystkowiak,PF,125000,MIL,2.1,0.096,1988
4,1.7,11,6-3,2.2,John Lucas,PG,600000,MIL,3.9000000000000004,0.106,1988
5,1.2,8,7-0,0.1,Paul Mokeski,C,350000,MIL,1.3,0.073,1988
6,1.2,8,6-3,2.5,Sidney Moncrief,SG,784000,MIL,3.7,0.123,1988
7,0.6,5,6-4,1.6,Ricky Pierce,SG,225000,MIL,2.2,0.107,1988
8,2.7,5,6-5,4.3,Paul Pressey,SG,750000,MIL,7.0,0.136,1988
9,1.5,2,6-8,1.1,Jerry Reynolds,SF,181334,MIL,2.6,0.055,1988
10,3.9,10,6-11,5.4,Jack Sikma,C,1600000,MIL,9.3,0.154,1988
11,0.3,R,6-10,0.0,John Stroeder,PF,75000,MIL,0.3,0.007,1988
0,0.0,10,6-10,0.0,Kent Benson,C,350000,CLE,0.0,0.015,1988
1,2.0,1,6-4,0.0,Dell Curry,SG,250000,CLE,2.0,0.064,1988
2,3.6,1,7-0,3.0,Brad Daugherty,C,887500,CLE,6.6,0.107,1988
3,0.7,R,6-11,0.3,Chris Dudley,C,75000,CLE,1.0,0.093,1988
